comment_id,video_id,video_title,channel_title,author,comment_text,published_at,like_count,reply_count,service_category
Ugz8Zan1ogmouvkr_RZ4AaABAg,qLxWDavp0bg,¿Cómo llamar a CLARO Servicio al cliente? en TODOS los países,Claro RD,@MarioOrtiz-w3y,Tigo muy pronto..claro sin conexión..,2025-10-17T01:21:55Z,1,1,Atención al Cliente y Soporte
UgxrjOu-xtTrIaKq_-94AaABAg,wlVtVw0_lPc,Registra tu línea prepago 📱🤩,Claro RD,@OlgaYaguapaz,Cómo ago con la fecha de expedición.... Avisen inteligentes,2025-10-15T17:31:58Z,1,6,Facturación y Tarifas
UgySjcGAlvyg9e-D-CZ4AaABAg,UUcz7osua48,Claro RD - Ven a claro Prepago con Red 5G sin costo,Claro RD,@Maríaluisa-d9z4u,"Debo renovar mi pasaporte,a ver si me quieren visar, me la negaron dos vecese en el 79 y en el 80.",2025-10-15T00:39:02Z,1,0,Red Móvil y Cobertura 5G
Ugw5keyRcrV8MAW9EhN4AaABAg,TKWpVefFVkQ,La Mejor compañía internet móvil de República Dominicana.,Claro RD,@angelliranzo4492,Ahora mismo el internet de altice está malísimo se degrada de una vez 😤😑😴,2025-10-14T22:06:25Z,0,1,Fibra Óptica e Internet Hogar
UgyWaiL-YQmF31DVHYh4AaABAg,zE4mlgdWzYg,como configurar Apn 5G 4G claro Dominicana,Claro RD,@ErinelsonSánchez-l1t,El mejor coñaso 🎉😂,2025-10-14T03:41:22Z,1,0,Red Móvil y Cobertura 5G
Ugy6845to51vkOjKQAR4AaABAg,wlVtVw0_lPc,Registra tu línea prepago 📱🤩,Claro RD,@NéstorPalmar-i6s,A mí me pasa igual,2025-10-13T20:57:32Z,0,0,Facturación y Tarifas
UgwcVNLFw7sAJhqzs7Z4AaABAg,UUcz7osua48,Claro RD - Ven a claro Prepago con Red 5G sin costo,Claro RD,@Sabrinacarpentermylove,Twice i'm not,2025-10-13T19:59:58Z,1,0,Red Móvil y Cobertura 5G
UgwD0mBxpCxFYJDdCgp4AaABAg,km5bSERHQuQ,cómo poner señal 5g en tu teléfono,Claro RD,@carsh..523,"Eso ya vine activado por defecto en los teléfonos,  y  eso es algo viejo eso no es nuevo",2025-10-12T19:24:04Z,21,1,Red Móvil y Cobertura 5G
UgwyrMj5nE-flJdF6aR4AaABAg,UUcz7osua48,Claro RD - Ven a claro Prepago con Red 5G sin costo,Claro RD,@francisconovas3375,Quiero mi número  me lo quitaron,2025-10-12T16:59:25Z,1,1,Red Móvil y Cobertura 5G
Ugzu-wxi-y9jBaWVSmh4AaABAg,S1_jiDCsjBA,Claro RD - 4ta. Generación de Fibra Óptica,Claro RD,@rj3.122,El mejor💪🏾,2025-10-12T04:04:41Z,2,1,Fibra Óptica e Internet Hogar
Ugx2NOO_lCISxLhNY3F4AaABAg,wlVtVw0_lPc,Registra tu línea prepago 📱🤩,Claro RD,@ErwinOrtiz1996,Por favor puede ayudarme con la expedicion es todo pegado? O que debo poner,2025-10-11T17:08:25Z,2,2,Facturación y Tarifas
UgzGNbNTmzE2jrdreCJ4AaABAg,S1_jiDCsjBA,Claro RD - 4ta. Generación de Fibra Óptica,Claro RD,@thechronox,y los 10Gbps para cuando? osea lo muestran pero no lo ofrecen,2025-10-11T16:26:10Z,4,3,Fibra Óptica e Internet Hogar
UgwIjJKGmY6zklZ0cux4AaABAg,S1_jiDCsjBA,Claro RD - 4ta. Generación de Fibra Óptica,Claro RD,@Josmart365,Ah caray dejarán de mentirle a los clientes !,2025-10-11T11:29:36Z,2,2,Fibra Óptica e Internet Hogar
Ugx-KaLnRnko8X7U66t4AaABAg,S1_jiDCsjBA,Claro RD - 4ta. Generación de Fibra Óptica,Claro RD,@EugenioMartínez17,👏👏👏👏,2025-10-11T02:05:58Z,3,0,Fibra Óptica e Internet Hogar
UgxfqXq56FhQZIqYzr14AaABAg,S1_jiDCsjBA,Claro RD - 4ta. Generación de Fibra Óptica,Claro RD,@chistes-o8comedi,Que bueno,2025-10-10T22:27:14Z,3,1,Fibra Óptica e Internet Hogar
UgxZXyGQMpQnOZpoHCp4AaABAg,S1_jiDCsjBA,Claro RD - 4ta. Generación de Fibra Óptica,Claro RD,@elche452,"muy bien, porque eso da paso a nuevas velosidades y mejoras en al red en el futuro",2025-10-10T22:15:34Z,15,1,Fibra Óptica e Internet Hogar
UgxeKv-y0CyGU1n5IFl4AaABAg,lAvgw83L_dw,Claro RD - Activa la Red 5G en tu iPhone,Claro RD,@ivelissereyes4845,Solo me sale 3G y LTE,2025-10-09T20:11:31Z,1,2,Red Móvil y Cobertura 5G
UgyDpmuREyzizCmlBEJ4AaABAg,ekdDZO1zQCk,📶 Configuración APN Claro RD 2026 | Internet 4G/5G rápido en tu celular,Claro RD,@WilsonInoa,"Saludos y bendiciones! tengo una duda y me gustaría si me puedes aclarar esto. el tipo de APN que especificaste es ""default,supl,scap"". Mi pregunta seria es scap o  xcap?. pregunto porque por defecto claro manda de manera automática esta configuración en algunos celulares. Seria de gran importancia saber esto.",2025-10-09T14:02:58Z,0,0,Fibra Óptica e Internet Hogar
Ugz9ue2ZJiMjjklZe714AaABAg,qLxWDavp0bg,¿Cómo llamar a CLARO Servicio al cliente? en TODOS los países,Claro RD,@fernandozapata4311,"Nesecito llamar a Claro en Nicaragua, pueddn por f proceeded el numero alla en managua?",2025-10-06T20:03:50Z,2,1,Atención al Cliente y Soporte
UgyJdf8oaKNl3NeoVLh4AaABAg,qLxWDavp0bg,¿Cómo llamar a CLARO Servicio al cliente? en TODOS los países,Claro RD,@LunaNovas-f9c,Necesito que me ayuden a recibir el código de WhatsApp por favor,2025-10-02T18:23:35Z,1,3,Atención al Cliente y Soporte
UgyPgd5X5okDRsDuivF4AaABAg,ekdDZO1zQCk,📶 Configuración APN Claro RD 2026 | Internet 4G/5G rápido en tu celular,Claro RD,@drbabyface4u2,Como activa la sección de mms que no me trabaja bien,2025-09-30T06:14:29Z,0,0,Fibra Óptica e Internet Hogar
Ugz9WkTvEjDbek4LWqJ4AaABAg,qLxWDavp0bg,¿Cómo llamar a CLARO Servicio al cliente? en TODOS los países,Claro RD,@nimiaoviedo6134,Por favor me dicen q cambiar mi chip  q pasa con mi linea,2025-09-27T12:57:19Z,1,1,Red Móvil y Cobertura 5G
Ugz20CcP8QbkzSKOuQF4AaABAg,qLxWDavp0bg,¿Cómo llamar a CLARO Servicio al cliente? en TODOS los países,Claro RD,@nimiaoviedo6134,Yo tengo cortada mi linea,2025-09-26T14:51:41Z,1,0,Red Móvil y Cobertura 5G
UgyVbIRreVuXhk9u2794AaABAg,lAvgw83L_dw,Claro RD - Activa la Red 5G en tu iPhone,Claro RD,@adonis.ba31,A mi no me sale 16 pro Max solo 3G y LTE,2025-09-26T10:32:50Z,1,2,Red Móvil y Cobertura 5G
Ugy_0bCTuVoJ6shCQEZ4AaABAg,zE4mlgdWzYg,como configurar Apn 5G 4G claro Dominicana,Claro RD,@gabrielitoheredia6333,Pero quedo igual yo lo que necesito es qje me aparezca la.opcion de modo de red en redes móviles,2025-09-22T20:34:13Z,0,0,Red Móvil y Cobertura 5G
UgyXnVgyOi_P99u-WNN4AaABAg,TKWpVefFVkQ,La Mejor compañía internet móvil de República Dominicana.,Claro RD,@AlexanderJimenezSanchez-g9w,Ami me gusta mas altice es muy rapido y tiene buena cobertura 🛜,2025-09-17T12:31:02Z,1,1,Fibra Óptica e Internet Hogar
UgwPhKwesv49fUyXwhN4AaABAg,OwIQi9ngosg,La red 5G de Claro llega a más ciudades,Claro RD,@marthaefe7149,Dispositivo móvil wifi,2025-09-16T09:11:26Z,1,0,Fibra Óptica e Internet Hogar
UgyJJpDaSBAbYIkdND14AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@catracho5465,Se puede con una sim card 4G LTE con versión V06.01 LTE?,2025-09-13T01:37:15Z,0,0,Red Móvil y Cobertura 5G
UgxOi_zsDroA8nlgnKl4AaABAg,km5bSERHQuQ,cómo poner señal 5g en tu teléfono,Claro RD,@joaquindavidgarcia7102,Y en mi s24 ultra,2025-09-11T01:20:39Z,5,2,Red Móvil y Cobertura 5G
UgwiF05py0MvPeg3T3F4AaABAg,9KLGU3mLPng,Claro RD - Internet en Fibra Óptica para el Hogar,Claro RD,@novedadesnotas4291,Que modems ofrecen para el hogar?,2025-09-07T15:02:21Z,0,0,Fibra Óptica e Internet Hogar
UgxKhI5skSiEVercuRJ4AaABAg,wpSBLTr1UFI,¿Cómo ATENDER QUEJAS y RECLAMOS de los CLIENTES?,Claro RD,@LewisAbraham-i5k,hola,2025-09-02T20:52:33Z,1,1,Atención al Cliente y Soporte
UgyhJjZoqfsUDVVk7654AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@leyendasdelboxeo4711,Por si no le aparece tienen que desactivar el ahorro de energía,2025-09-02T19:28:01Z,1,0,Red Móvil y Cobertura 5G
UgxzNNAWnx4Bvh3EgGB4AaABAg,lAvgw83L_dw,Claro RD - Activa la Red 5G en tu iPhone,Claro RD,@luisdavidvasquezmejia8185,"Si me funcionó. iPhone 13 Pro Max, Republica Dominicana",2025-09-02T14:21:02Z,2,1,Red Móvil y Cobertura 5G
UgwZ_qfaffEgiorTDrR4AaABAg,lAvgw83L_dw,Claro RD - Activa la Red 5G en tu iPhone,Claro RD,@DarioNunez-tg5fw,Una promoción para que tú les gates menos datas a la compañía de un paquete que tú ya compraste.  Póngalos LTE. ES MUCHO MEJOR,2025-09-02T14:20:43Z,1,0,Red Móvil y Cobertura 5G
UgwQniQvl9CeEr4UBmV4AaABAg,lAvgw83L_dw,Claro RD - Activa la Red 5G en tu iPhone,Claro RD,@margaritaricartgarcia3043,Lo pasan demasiado rápido para mi edad jajaja,2025-09-02T13:17:45Z,0,0,Red Móvil y Cobertura 5G
Ugw6smf8vkQhqcpwFGx4AaABAg,qLxWDavp0bg,¿Cómo llamar a CLARO Servicio al cliente? en TODOS los países,Claro RD,@Tonyel789,"Maloo Claro, no está cuando el cliente lo necesita, al quedarse sin datos automáticamente corta el servicio y te avisa que puedes recargar packs y te ofrece varias posibilidades, Pero o sorpresa cuando intentas recargar te dice que no tienes conexión a internet....lo que es una obviedad, si tratas de recargar es porque has quedado sin datos por lo tanto sin señal que la empresa automáticamente la bloquea. O sea Cuando más lo Necesitas "" Claro"" nunca está. Te abandona. De argentina",2025-09-01T15:28:51Z,1,1,Fibra Óptica e Internet Hogar
Ugz0Iblgo2zSzzx-l2p4AaABAg,qLxWDavp0bg,¿Cómo llamar a CLARO Servicio al cliente? en TODOS los países,Claro RD,@thelmamercado4289,Si servicio s está loudin siempre,2025-08-30T11:33:24Z,1,1,Atención al Cliente y Soporte
UgwRR-FWSA_jHD_Irdl4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@olgavargas3995,Es gratis,2025-08-29T20:44:56Z,1,0,Red Móvil y Cobertura 5G
Ugxfx62lpDIOg8wFeKl4AaABAg,km5bSERHQuQ,cómo poner señal 5g en tu teléfono,Claro RD,@MrsMarian97,Lo hice y ya estaba activado pero continua en 4g,2025-08-28T00:24:54Z,2,2,Red Móvil y Cobertura 5G
UgxYqPrFn-h-IYmrevB4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@elkinmarchena,"Tengo un s25 ultra de un momento a otro dejo de reconocer el 5g he ido a servcio al cliente y me dicen que eso es normal, que ustdes me puden dwcir",2025-08-27T23:55:38Z,0,1,Red Móvil y Cobertura 5G
UgyimWzXVciLVrt4YbF4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@luzbethaniareyes9348,"Mi A15 llega a 5G, está correcto?",2025-08-27T21:46:31Z,0,0,Red Móvil y Cobertura 5G
UgzIyUJqCxQhu3peB414AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@yuleisigonzalez1357,"Bueno en éste teléfono TCL 503 solo llega hasta 4G, pero en un Motorola que tengo si me funciona el 5g, pero en el TCL no😢",2025-08-27T21:01:09Z,2,0,Red Móvil y Cobertura 5G
Ugwn5IY-3uYRMAsBqSJ4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@dimelosuriel,No funciona,2025-08-27T18:52:25Z,0,0,Red Móvil y Cobertura 5G
UgwkwDkj-RXkRXUl-5Z4AaABAg,Y_podfZuCJ8,La red 5G de Claro llega a más ciudades,Claro RD,@JOSEANTONIOKASTJAKPRESI2026,Pésimo Internetttt; Peor Qué Petro....,2025-08-27T09:16:05Z,2,2,Fibra Óptica e Internet Hogar
UgyVbAJeGMguwVcfYs54AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@Lareinaesthere5u,Una pregunta cómo se hace en un tcl,2025-08-24T13:26:23Z,5,0,Red Móvil y Cobertura 5G
UgwAq0ifmlRksH47keB4AaABAg,cXJfXbWC248,👉CON ESTE CODIGO EVITAS que CLARO te CONSUMA SALDO SIN PERMISO.,Claro RD,@yomarisguerrero4408,Gracias 😊,2025-08-23T16:15:01Z,0,0,Experiencia General de Marca
UgxflG3zZyooHQkQ-3t4AaABAg,cXJfXbWC248,👉CON ESTE CODIGO EVITAS que CLARO te CONSUMA SALDO SIN PERMISO.,Claro RD,@edgarnavarroflores6993,Paquetico patético jajajajja,2025-08-22T22:05:31Z,0,0,Planes y Promociones
UgwoTjmKZTHCGALpGG54AaABAg,cXJfXbWC248,👉CON ESTE CODIGO EVITAS que CLARO te CONSUMA SALDO SIN PERMISO.,Claro RD,@edgarnavarroflores6993,No te entendí ni madres chico oye chico valió cabeza chico,2025-08-22T22:05:03Z,0,0,Experiencia General de Marca
UgwKa47JAK4zYy-X2dR4AaABAg,cXJfXbWC248,👉CON ESTE CODIGO EVITAS que CLARO te CONSUMA SALDO SIN PERMISO.,Claro RD,@MichelleRamos_w,Helli,2025-08-20T16:14:10Z,0,0,Experiencia General de Marca
UgwyYt5vMmqZiD72D8h4AaABAg,lAvgw83L_dw,Claro RD - Activa la Red 5G en tu iPhone,Claro RD,@angelicaajimenez9088,A mi solo me sale la opción LTE Y 3G,2025-08-18T17:25:54Z,12,0,Red Móvil y Cobertura 5G
Ugxx24HqTSKkWQLADOR4AaABAg,cXJfXbWC248,👉CON ESTE CODIGO EVITAS que CLARO te CONSUMA SALDO SIN PERMISO.,Claro RD,@LaNieves06,"Ya me e tragado 3 regaños de parte de mis padres porque se me gasta el saldo y yo no llamo a nadie, ya es la pta tercera vez que de la nada ya no tengo saldo, necesito saber que  hacer",2025-08-15T13:46:29Z,10,4,Experiencia General de Marca
Ugz9jiBHJG_2hy70M_14AaABAg,cXJfXbWC248,👉CON ESTE CODIGO EVITAS que CLARO te CONSUMA SALDO SIN PERMISO.,Claro RD,@CleysonGranda,Ese es para operador BITEL?,2025-08-14T12:55:15Z,1,0,Experiencia General de Marca
Ugxi50CPwvMIsa0WWxl4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@Jnagomez,"Galaxy s24 ultra, vengo usando 5g desde  10 meses, y desde el mes pasado no me carga 5g, le coloco una sim card de mi esposa de la compañía altice y entra en 5g, fui a servicio técnico y no han podido darme una solución",2025-08-14T03:05:58Z,0,7,Red Móvil y Cobertura 5G
Ugy_K0RQ5RceXpOZsTZ4AaABAg,km5bSERHQuQ,cómo poner señal 5g en tu teléfono,Claro RD,@botsitork9,Ayudame bro tengo un galaxy a32,2025-08-13T07:45:20Z,2,1,Red Móvil y Cobertura 5G
Ugww68GP5XPATCgNzVp4AaABAg,cXJfXbWC248,👉CON ESTE CODIGO EVITAS que CLARO te CONSUMA SALDO SIN PERMISO.,Claro RD,@MariaRuiz-yc8fu,Compré rouming a República no me dieron el servicio y cuando llegó la factura pase de pagar $34.800 a $234.199,2025-08-11T17:25:07Z,6,0,Atención al Cliente y Soporte
UgzKsptNrnJeYibJIFx4AaABAg,cXJfXbWC248,👉CON ESTE CODIGO EVITAS que CLARO te CONSUMA SALDO SIN PERMISO.,Claro RD,@NenaMancillas-v7y1k,Ok,2025-08-10T18:26:12Z,0,0,Experiencia General de Marca
UgzLztssUnJR11-fjS94AaABAg,lAvgw83L_dw,Claro RD - Activa la Red 5G en tu iPhone,Claro RD,@verlineluissaint671,"No es difícil, primero toca general y segundo actualización de software y después vas a dejar que descargue después vas a tocar red celular después tú vas a activar opciones  después vos y datos y para terminar vas a tocar el primero 5G automática y ya👌🏽",2025-08-07T02:19:00Z,0,1,Red Móvil y Cobertura 5G
UgwJrUEYB4evuQIpcFV4AaABAg,QjLuuKrVvjA,claro es una mierda llamada  a  claro mal servicio,Claro RD,@marysoto7406,Nokia claro llamada,2025-08-02T00:10:15Z,0,0,Atención al Cliente y Soporte
UgxpEQfwAeIsXUiOoZx4AaABAg,QjLuuKrVvjA,claro es una mierda llamada  a  claro mal servicio,Claro RD,@marysoto7406,Entel Colombia no existe???,2025-08-01T23:46:29Z,0,0,Atención al Cliente y Soporte
UgzjaFcy8lVb5bt9B9V4AaABAg,QjLuuKrVvjA,claro es una mierda llamada  a  claro mal servicio,Claro RD,@marysoto7406,Nokia llamada,2025-08-01T23:45:13Z,0,0,Atención al Cliente y Soporte
UgzfOa2mTcNDx-g3a994AaABAg,QjLuuKrVvjA,claro es una mierda llamada  a  claro mal servicio,Claro RD,@marysoto7406,Samsung Galaxy S3 Mimi,2025-08-01T23:43:59Z,0,0,Atención al Cliente y Soporte
UgxvHqoyCA9QjOV1TxR4AaABAg,QjLuuKrVvjA,claro es una mierda llamada  a  claro mal servicio,Claro RD,@marysoto7406,Otro lado,2025-08-01T20:26:19Z,0,0,Atención al Cliente y Soporte
UgzqCHiA2jfua72A9Hp4AaABAg,QjLuuKrVvjA,claro es una mierda llamada  a  claro mal servicio,Claro RD,@marysoto7406,Claro compañia telefonica mmmmmm cotes internet,2025-08-01T20:25:59Z,0,0,Fibra Óptica e Internet Hogar
UgyMimezvp-pwBJGpol4AaABAg,32ad78KOfW4,CÓMO LLAMAR A SERVICIOS DE CLARO,Claro RD,@luzalalcancedetodos,No pueden facilitar un simple número para onformes,2025-07-30T22:44:19Z,0,0,Atención al Cliente y Soporte
Ugx_LFjrkH_Y3IiFXg54AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@bethaniapolanco6222,El mío no dice solo llega a 4G pero igual nunca la coge y la señal está pésima 😢😢😢 es un redmi A5,2025-07-30T19:32:11Z,2,1,Red Móvil y Cobertura 5G
Ugw51JKW-_h69rrPrqd4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@miguelinbonilla6259,Tengo un s21ultra  y solo pone 4G+,2025-07-29T00:41:06Z,1,0,Red Móvil y Cobertura 5G
Ugye9y809SqspH73ql54AaABAg,OwIQi9ngosg,La red 5G de Claro llega a más ciudades,Claro RD,@josedelossantostenjoparra1944,Por favor tratemen con cuidado soy Discapacitado mis enfermedades son: 1) Blefaroespasmo Bilateral Severo 2) Polineuropatía Acsono Mielininica.en las cuatro extremidades y.3) Sialorrea,2025-07-26T19:42:38Z,0,0,Red Móvil y Cobertura 5G
UgzsQynIJw4RapfOHP14AaABAg,32ad78KOfW4,CÓMO LLAMAR A SERVICIOS DE CLARO,Claro RD,@jose6420251,Como comunicarme,2025-07-23T11:43:17Z,0,0,Atención al Cliente y Soporte
UgybbV51VjXFeXGxlqh4AaABAg,qLxWDavp0bg,¿Cómo llamar a CLARO Servicio al cliente? en TODOS los países,Claro RD,@OscarArmandoChávezMéndez-l7i,Acabo de recargar y no he recibido mi beneficio de recarg,2025-07-23T01:58:46Z,1,1,Atención al Cliente y Soporte
UgwkC76UlLGIyNUjujl4AaABAg,OwIQi9ngosg,La red 5G de Claro llega a más ciudades,Claro RD,@katherineruiz9323,"Me ofende que Claro siempre quiera meterle a uno un plan postpago, ahora es 5G solo para plan postpago y no lo dicen claramente ni cuando uno llama. Qué me acerque a una de las sucursales físicas cuando llamé a la línea de atención, ojalá no me ofrezcan ese postpago porque me llevo mi plata a otro operador, a la mala nada. Tienen tanta plata que no entiendo cuál es el hambre por meterme a postpago",2025-07-17T16:52:43Z,0,0,Red Móvil y Cobertura 5G
Ugy_8IU5UG3L1tztxPF4AaABAg,km5bSERHQuQ,cómo poner señal 5g en tu teléfono,Claro RD,@AuriaCaquias,Tengo un moto motorola g85 5g dónde encuentro esa opción 😢,2025-07-14T17:47:56Z,0,4,Red Móvil y Cobertura 5G
Ugz8Rr97hcQyOePXXZV4AaABAg,cXJfXbWC248,👉CON ESTE CODIGO EVITAS que CLARO te CONSUMA SALDO SIN PERMISO.,Claro RD,@ismaelgonzalez6319,"Otra vez mi línea sin internet ni llamadas ni mensajes
Y ayer recargue y active el plan",2025-07-12T13:22:37Z,12,0,Fibra Óptica e Internet Hogar
UgzyL-IvarZooGuSHpR4AaABAg,lAvgw83L_dw,Claro RD - Activa la Red 5G en tu iPhone,Claro RD,@enmanuellopezvicente8172,Eso no sirve para nada,2025-07-04T03:45:21Z,0,0,Red Móvil y Cobertura 5G
Ugwn3xamkm8YErOjYWV4AaABAg,km5bSERHQuQ,cómo poner señal 5g en tu teléfono,Claro RD,@happyday203-y1c,Tengo un Redmi 13 no tiene la opcion de potencia,2025-07-04T01:36:32Z,1,0,Red Móvil y Cobertura 5G
UgxAkSfmS_Mch__oUkB4AaABAg,32ad78KOfW4,CÓMO LLAMAR A SERVICIOS DE CLARO,Claro RD,@moiseszuniga6559,Nesesito contactarme con un ejecutivo,2025-07-03T18:15:02Z,0,0,Atención al Cliente y Soporte
UgzUAyE_91Pb36SSMgZ4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@elmani12,Ya tengo 5G en mi poco F6 😍,2025-06-30T16:36:55Z,3,2,Red Móvil y Cobertura 5G
UgxlMDOV8ZAs8wFpSRd4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@gamalypeña,"Yo tengo la e-sim y tengo el 5g activado y nunca pero nunca ha entrado dn claro, en la otra compañía si me dntra",2025-06-30T00:24:21Z,0,1,Red Móvil y Cobertura 5G
Ugwt7Z9TjGrgKX27TZh4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@DDOSAMANOTTIOSAMA-z8k,Una pregunta te puedo decir cómo se puede activar el 5g es que el mío es un tecno spark pro 10 y no veo el 5g,2025-06-25T14:47:32Z,4,4,Red Móvil y Cobertura 5G
UgxXLHndMKeqA_bxYkN4AaABAg,zE4mlgdWzYg,como configurar Apn 5G 4G claro Dominicana,Claro RD,@Ricky_Garcia_oficial,Gracias 🎉❤,2025-06-22T15:50:55Z,0,0,Red Móvil y Cobertura 5G
Ugw3iHK7TOSZcMf4PXp4AaABAg,JyYD60E2Vpk,Claro RD - Yo soy Claro - Urbano,Claro RD,@carolinacalderon4031,"ME ENCANTA , MI HIJO ME DICE “MAMI Y ES EN SERIO “ . YO LA SUBO A TODO VOLUMEN.",2025-06-22T13:53:53Z,1,0,Experiencia General de Marca
Ugyuxs2FdsUObjXzQul4AaABAg,qLxWDavp0bg,¿Cómo llamar a CLARO Servicio al cliente? en TODOS los países,Claro RD,@MARIOENRIQUEMAZARIEGOS,"Me da risa porque dice que guardemos respetó y claro cada vez es más lento,ni tar 1 minuto y se va,ya parece que nos estafa ya llamó mi familia y no hacen nada y les hablo con buena gana pero quiero el numero de claro psra decirle todo",2025-06-21T20:16:58Z,1,1,Fibra Óptica e Internet Hogar
Ugz5nuCCk-Q3cwcX2Mp4AaABAg,qLxWDavp0bg,¿Cómo llamar a CLARO Servicio al cliente? en TODOS los países,Claro RD,@gloriannadelarosa461,Pero usted no fue directo para lo que yo quería saber 😂,2025-06-17T20:34:32Z,1,1,Atención al Cliente y Soporte
UgxGQ4Zp1Gx8s4pYM8t4AaABAg,cXJfXbWC248,👉CON ESTE CODIGO EVITAS que CLARO te CONSUMA SALDO SIN PERMISO.,Claro RD,@arturofunati7256,"💲❤️🔥🚨👽⭕UNA ESTAFA! La limitacion de la velocidad es una basura oiga!  Qué es ilimitado? El uso? Pero con límite de velocidad? Jajajaja No son transparentes! Yo en los ANUNCIOS veo qué presumen de ILIMITADOS Pero nunca dicen qué el uso!  La velocidad de descarga no es ilimitada Si, puedes usar las redes ilimitadas con 128Klbs? No mames! Una foto de buena calidad no pesa menos de 1 Mb!",2025-06-14T21:58:41Z,0,1,Experiencia General de Marca
UgxzmET_K0XdHPMy3rh4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@esmerlinperez85434ghjñj,No aparece 5g😢,2025-06-13T22:51:12Z,0,1,Red Móvil y Cobertura 5G
UgzBMGPsJ1oGoKTj-nd4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@antoni.1001,Y pto pta para cuando?,2025-06-13T21:48:40Z,0,1,Red Móvil y Cobertura 5G
UgwUxqUhrd-qFCO-DOt4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@sandyvasquez2607,Tengo un galaxy A52 5G y nunca ha funcionado ese famoso 5G en ninguna parte,2025-06-13T20:00:36Z,1,3,Red Móvil y Cobertura 5G
Ugyu_5H3sKdjb35t4hJ4AaABAg,cXJfXbWC248,👉CON ESTE CODIGO EVITAS que CLARO te CONSUMA SALDO SIN PERMISO.,Claro RD,@InmaMedina-e5e,"Me he quedado sin la Aplicación del teléfono y no puedo llámar y vivo sola.Y también ha desaparecido la App del Santander que me informaba de las operaciones en mi cuenta.Por favor devuelvánme mis aplicaciones
Gracias",2025-06-11T03:15:01Z,0,0,Experiencia General de Marca
Ugw6gKAEPVevwhW_1V14AaABAg,32ad78KOfW4,CÓMO LLAMAR A SERVICIOS DE CLARO,Claro RD,@AnaHidalgo-t9u,Como pedir presta luka,2025-06-10T07:00:52Z,0,0,Atención al Cliente y Soporte
UgyGX-GNQ7ICzHU_vHp4AaABAg,qLxWDavp0bg,¿Cómo llamar a CLARO Servicio al cliente? en TODOS los países,Claro RD,@MariGil-me3ic,Para reportar elcelular,2025-06-09T02:33:03Z,2,1,Atención al Cliente y Soporte
Ugx0xiPyNSJ43L13WOt4AaABAg,qLxWDavp0bg,¿Cómo llamar a CLARO Servicio al cliente? en TODOS los países,Claro RD,@MariGil-me3ic,"Por favor el número grande. En Pereira que no veo, casi",2025-06-09T02:31:31Z,3,1,Atención al Cliente y Soporte
UgyqIzusXBrCQgBegxV4AaABAg,OwIQi9ngosg,La red 5G de Claro llega a más ciudades,Claro RD,@jairopiano3273,"Que va, esta mierda de claro no sirve a cada rato se cae o se vuelve lenta la señal no cargan los vídeos WhatsApp no funciona.. definitivamente no sirve me a tocado solicitar visitas técnicas y nada luego cambio de equipos y nada, luego aumentar las megas y nada, se sigue cayendo y muchas veces por días enteros y los miserables quieren subir hasta los precios.. la verdad es el peor operador q existe en el que me haya podido meter. No saquen excusas mentirosos que en la oficina  tengo Tigo y no pasa ésto... Además no solo es en Bogotá mentirosos... Definitivamente me voy a cambiar.. 🤦🤔",2025-06-07T06:22:29Z,0,0,Fibra Óptica e Internet Hogar
UgwQ1dTXuUICMl1m2u14AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@josemiguelayalavasquez2955,En mi Google pixel 9 pro XL no me funciona 😢,2025-06-04T01:50:57Z,0,1,Red Móvil y Cobertura 5G
